Frequency (GHz),xn1_sq,xn2_sq,xn1_xn2_conj
1.511,3.920465857994143e-21,-5.343959146060986e-18,(1.5676945245379495e-20-2.963625783765575e-20j)
1.512,3.918630141180525e-21,-5.341232727618394e-18,(1.6983121933527888e-20-1.0477469129150779e-20j)
1.513,3.918720367788013e-21,-5.340532525711133e-18,(-7.445190941405566e-21-4.195016871564566e-21j)
1.514,3.9182073849316985e-21,-5.340313552565016e-18,(-1.4469139548594466e-20-1.5977900927477372e-20j)
1.515,3.9174328829571e-21,-5.338788364721821e-18,(4.731270285151879e-21-3.0528146146482054e-20j)
1.516,3.9171692198815484e-21,-5.3418429917402744e-18,(-3.624718251895638e-21-2.6363259203687794e-20j)
1.517,3.917032716878141e-21,-5.337878058215735e-18,(5.9652048899016846e-21-3.3283387985943775e-20j)
1.518,3.916447378348121e-21,-5.346134322194355e-18,(3.553631216706178e-21-4.046704725891838e-20j)
1.519,3.916386402630752e-21,-5.340635748655569e-18,(-1.3758501553049852e-21-4.289017021580608e-20j)
1.52,3.915370224170447e-21,-5.349543468736071e-18,(-9.695052018073595e-21-3.418586495068139e-20j)
1.521,3.9152587631701266e-21,-5.348847956433653e-18,(-8.723390702158612e-21-4.413553698544903e-20j)
1.522,3.914411823512741e-21,-5.346605688635494e-18,(-3.8873282705325615e-21-3.641780348807508e-20j)
1.523,3.913951616994723e-21,-5.346317844717424e-18,(5.774043473666128e-21-3.8031348971112477e-20j)
1.524,3.9136011436924794e-21,-5.351310873971345e-18,(-4.393672457482517e-21-4.7183198151051514e-20j)
1.525,3.9130424791889535e-21,-5.3489674180806525e-18,(3.472384623256746e-21-3.471790104527726e-20j)
1.526,3.913237049165013e-21,-5.350017997805299e-18,(-1.7702251808662505e-20-2.2130052313379893e-20j)
1.527,3.9122904824326124e-21,-5.354410338146799e-18,(-1.1150026322239698e-20-3.3553484560410614e-21j)
1.528,3.911854577681227e-21,-5.352830237111366e-18,(1.7719551944598864e-20-7.095450683809185e-21j)
1.529,3.910975908362113e-21,-5.353781754237821e-18,(1.5615107151913892e-20-2.8091293485297846e-20j)
1.53,3.911877892937073e-21,-5.353704580611965e-18,(-1.2932332254106164e-20-2.4771046179840557e-20j)
1.531,3.911063079424985e-21,-5.356974441533941e-18,(1.423219562647508e-20-2.8824629130331865e-20j)
1.532,3.90971902949661e-21,-5.3592642765486976e-18,(2.1614792678874015e-20-8.211284470864615e-21j)
1.533,3.909306340196953e-21,-5.356413867458586e-18,(-9.53003080394653e-21-2.7353218999797867e-22j)
1.534,3.909463511777049e-21,-5.3548689782183914e-18,(-2.552976582781558e-20-2.0356819181874533e-20j)
1.535,3.90940263158809e-21,-5.359677693297277e-18,(-9.885592732901557e-21-3.7706549347311376e-20j)
1.536,3.908654283485795e-21,-5.3521619389461665e-18,(-1.6776829908939127e-20-1.9468527052704285e-20j)
1.537,3.909102255819103e-21,-5.3625062521458606e-18,(-5.923783245928193e-21-6.390370569492323e-21j)
1.538,3.9089857517727755e-21,-5.3560907007060394e-18,(1.8453952579809877e-20-4.654170429910807e-21j)
1.539,3.9074761697161554e-21,-5.3590735600750136e-18,(1.53695729922543e-20-2.2437522412100778e-20j)
1.54,3.908243330967816e-21,-5.36051593839116e-18,(-4.791054878024238e-21-5.0930676684680346e-20j)
1.541,3.906224210505864e-21,-5.366143693276327e-18,(1.0595572769440792e-20-2.4165980727142707e-20j)
1.542,3.90741398205069e-21,-5.359819136190599e-18,(2.534498582455383e-20+5.4928458636388486e-21j)
1.543,3.905924937719409e-21,-5.364026267876429e-18,(-6.83613431483836e-21-3.1069961018740246e-21j)
1.544,3.907393686638396e-21,-5.35796212539888e-18,(-1.8929134113994024e-20-2.3055725256496846e-20j)
1.545,3.90517387164703e-21,-5.3632636359005524e-18,(-1.0828637334977874e-20-3.379175029903444e-20j)
1.546,3.906573139416658e-21,-5.361196712495641e-18,(-1.2433221551432652e-20-4.7902555948786086e-20j)
1.547,3.905095644899068e-21,-5.362678309942991e-18,(-5.2049494961075805e-21-2.0773673543894545e-20j)
1.548,3.906409393412202e-21,-5.358441894740248e-18,(-2.7270505576106733e-21-4.7122065669365706e-20j)
1.549,3.9057076738449825e-21,-5.363699775353211e-18,(-3.563577273912168e-22-3.4309143712663627e-20j)
1.55,3.90558353593496e-21,-5.365934626898889e-18,(1.4449506158985886e-21-2.350654563824628e-20j)
1.551,3.9051528938555455e-21,-5.363433310746375e-18,(2.8365870828685614e-21-3.951887037446115e-20j)
1.552,3.90513569384396e-21,-5.367572890808948e-18,(-4.5376980859485545e-21-4.596093865365886e-20j)
1.553,3.904721358287933e-21,-5.369278912273847e-18,(-7.22574114112871e-21-4.1541064845224093e-20j)
1.554,3.9038513193106425e-21,-5.373537812490863e-18,(-4.134284597708673e-21-4.1363403706961576e-20j)
1.555,3.9039854240659985e-21,-5.367543764731966e-18,(3.40815693761361e-21-4.1868111403487964e-20j)
1.556,3.904261991629595e-21,-5.371514406107752e-18,(3.338106389479061e-21-3.3452988082746026e-20j)
1.557,3.903162428973218e-21,-5.367380290475428e-18,(-4.579795050068134e-22-3.3398005121102855e-20j)
1.558,3.9037886302391505e-21,-5.3630536953356296e-18,(-3.590260175946846e-21-3.061584606838285e-20j)
1.559,3.903828994063774e-21,-5.3685789990949026e-18,(4.6100779020867294e-21-3.279012572702719e-20j)
1.56,3.903716892874317e-21,-5.370842810286884e-18,(-2.382168743032685e-21-3.8769942617387844e-20j)
1.561,3.902941209993522e-21,-5.3711352516290455e-18,(4.480848758533806e-22-5.599164008143428e-20j)
1.562,3.902528212703009e-21,-5.371542903551078e-18,(5.549210727941054e-21-4.2457405785451105e-20j)
1.563,3.902532296570346e-21,-5.374623978516772e-18,(-4.275038937405422e-21-4.7572190569710137e-20j)
1.564,3.902251781552714e-21,-5.375735520916121e-18,(-6.0613865428483595e-22-4.2664007826435355e-20j)
1.565,3.902317273658887e-21,-5.376983109075441e-18,(1.0507657053447257e-20-3.704890179044403e-20j)
1.566,3.901910719423241e-21,-5.372797049559934e-18,(-7.677758111243885e-21-3.287915715420683e-20j)
1.567,3.902917678489398e-21,-5.3675390493574764e-18,(-6.6962952784673955e-22-4.7028976714326624e-20j)
1.568,3.9017477868996735e-21,-5.3730003998360625e-18,(6.598951138505368e-21-3.3811116626270133e-20j)
1.569,3.901804608393616e-21,-5.374528366960329e-18,(-3.498633938275285e-21-4.3821306775010655e-20j)
1.57,3.9026398233767955e-21,-5.375132191256213e-18,(6.865283006120862e-21-3.57281772297931e-20j)
1.571,3.901293461338663e-21,-5.376608332124575e-18,(5.283067434360407e-21-3.440769626455159e-20j)
1.572,3.901495087838441e-21,-5.37157083944221e-18,(-9.647551604460814e-22-2.6321080299475398e-20j)
1.573,3.902041723756529e-21,-5.374073310844956e-18,(-4.509926303072334e-21-3.0940297429467057e-20j)
1.574,3.9012035675131785e-21,-5.3776761833923376e-18,(3.0463682759049453e-21-2.8996293391895145e-20j)
1.575,3.9010673767546e-21,-5.381091513092134e-18,(-4.100821869544378e-21-3.249065701707593e-20j)
1.576,3.901516106622676e-21,-5.372162202881264e-18,(-8.13439967431092e-21-3.4470407330898575e-20j)
1.577,3.901518689148508e-21,-5.3759808751493116e-18,(-5.235658289443578e-21-3.2964625343015595e-20j)
1.578,3.900689521432904e-21,-5.377225731523435e-18,(1.1440431272811677e-20-4.717656888020795e-20j)
1.579,3.9020504507424504e-21,-5.380202699935908e-18,(-1.2878334344862008e-20-4.579280073759858e-20j)
1.58,3.90092207951663e-21,-5.379492297391538e-18,(4.521939602630229e-21-3.90706213590923e-20j)
1.581,3.9015545341680664e-21,-5.383988003186544e-18,(3.554316525617486e-21-4.222480052047061e-20j)
1.582,3.9013563764420456e-21,-5.3742882420315226e-18,(-6.102347011411577e-21-5.759881421669151e-20j)
1.583,3.901774039199006e-21,-5.378672698876298e-18,(2.890374954258416e-22-4.033273396417741e-20j)
1.584,3.90094364311043e-21,-5.3821119982182186e-18,(-2.460320884661382e-21-4.5783756209568724e-20j)
1.585,3.901975734472302e-21,-5.380744981899323e-18,(8.72966359414786e-22-3.562923540460525e-20j)
1.586,3.901665145138383e-21,-5.381443074461733e-18,(-3.2983262943099523e-21-4.8946167391311586e-20j)
1.587,3.901461670919213e-21,-5.381616043404142e-18,(9.94465735952443e-22-4.334418150786993e-20j)
1.588,3.901137123199642e-21,-5.382376145602285e-18,(8.59048577557265e-21-3.68325803163642e-20j)
1.589,3.901596310464026e-21,-5.3833186814722496e-18,(1.2024848790227686e-20-4.2357119854555974e-20j)
1.59,3.9006924331402226e-21,-5.3798403922001666e-18,(-7.208572546201646e-21-3.914804016283416e-20j)
1.591,3.902056816208949e-21,-5.380469892745908e-18,(2.707977576704714e-21-4.034640685957238e-20j)
1.592,3.901670382522249e-21,-5.380880883948497e-18,(-1.4535136967814833e-23-3.536960914558434e-20j)
1.593,3.9005582449929065e-21,-5.3819796724894824e-18,(1.1562682870951815e-21-4.7612190472718026e-20j)
1.594,3.9015464070509005e-21,-5.378182083695336e-18,(-9.991987703946064e-24-4.2559738810455717e-20j)
1.595,3.901616911890842e-21,-5.380579543873255e-18,(3.503037406834983e-21-3.6163179216817806e-20j)
1.596,3.902219511452557e-21,-5.378590741757395e-18,(-2.1108583121714013e-21-3.3157143679224336e-20j)
1.597,3.901874173109638e-21,-5.384556538792054e-18,(1.0917937891825287e-20-4.2429889679768776e-20j)
1.598,3.9019589601109165e-21,-5.38155064881846e-18,(2.6800698838498828e-21-4.787811540091455e-20j)
1.599,3.902451354541441e-21,-5.384776308029915e-18,(-5.436259036156858e-21-4.8186207828400274e-20j)
1.6,3.902539816216961e-21,-5.385987573321537e-18,(1.0164201971097692e-20-4.336852937942949e-20j)
1.601,3.9025678302534146e-21,-5.381944099749597e-18,(1.052117572255152e-20-4.863594255549816e-20j)
1.602,3.90285709090404e-21,-5.384489844298057e-18,(-1.3284022076226186e-21-5.485960115262259e-20j)
1.603,3.902723371702782e-21,-5.383923879892751e-18,(8.355300620505e-21-4.025052354249586e-20j)
1.604,3.9023136812055685e-21,-5.381967731709095e-18,(9.520132208129253e-21-4.0523334664971e-20j)
1.605,3.903389239537341e-21,-5.3807125184088144e-18,(4.251422426972421e-21-5.0918155504037716e-20j)
1.606,3.9045908794151606e-21,-5.386639623177235e-18,(-1.245678360394754e-21-5.056622561216416e-20j)
1.607,3.9038810413060844e-21,-5.3832846563878214e-18,(6.180366709637374e-21-4.051871606666019e-20j)
1.608,3.904251215982491e-21,-5.381307105895783e-18,(1.2160032894170076e-20-4.0851909424458115e-20j)
1.609,3.904341450541768e-21,-5.389565530306671e-18,(9.015268807976635e-23-3.961813441862383e-20j)
1.61,3.9052303531200994e-21,-5.382525270621691e-18,(-2.941655999771094e-21-4.2112869386496095e-20j)
1.611,3.9051988359265074e-21,-5.387161094424231e-18,(1.3300734014107237e-20-4.516792071584774e-20j)
1.612,3.905360679853602e-21,-5.3831805294925436e-18,(-8.561385438760273e-21-4.217164335939792e-20j)
1.613,3.906064811909391e-21,-5.385395277698771e-18,(1.2769728710605943e-20-4.4122142212885336e-20j)
1.614,3.906190960543784e-21,-5.388691338377152e-18,(8.256144236392243e-21-5.3983790818506366e-20j)
1.615,3.905310227061783e-21,-5.387856515263062e-18,(-7.611489920564322e-21-3.149668579124437e-20j)
1.616,3.907590624358305e-21,-5.379168460510852e-18,(1.7835881995144327e-20-4.5028747085403904e-20j)
1.617,3.906779542061428e-21,-5.3844245338717606e-18,(3.767628882063836e-21-5.1254398765229817e-20j)
1.618,3.9077200004051265e-21,-5.3865088689787155e-18,(-1.151098763232048e-21-5.3958395507076415e-20j)
1.619,3.9085130240308745e-21,-5.384820464906833e-18,(-3.5410817218463976e-21-3.871006914149834e-20j)
1.62,3.9072169337401665e-21,-5.3906179814751255e-18,(-3.7188213053135306e-21-4.582931123466169e-20j)
1.621,3.907874088722123e-21,-5.389686822228516e-18,(-1.4952550815232695e-21-3.690534068696472e-20j)
1.622,3.908824603184652e-21,-5.38370868054549e-18,(1.669671553168784e-20-3.532283675225122e-20j)
1.623,3.90932800802949e-21,-5.386585006163373e-18,(-7.635727893277068e-22-3.1858626823962535e-20j)
1.624,3.9101596321298316e-21,-5.381209932148517e-18,(1.1854816898580287e-21-3.4770942171623817e-20j)
1.625,3.9105780454313515e-21,-5.383406743294348e-18,(7.620241977436773e-21-4.0106196014446315e-20j)
1.626,3.911079415666525e-21,-5.384744765205002e-18,(8.8075266951053e-22-4.7979223420619234e-20j)
1.627,3.911286507503022e-21,-5.382011614697034e-18,(9.526571254725887e-21-3.949750143980572e-20j)
1.628,3.912008661413101e-21,-5.3790086752144535e-18,(-1.1825414661083714e-21-4.4504834217318e-20j)
1.629,3.913301218113988e-21,-5.3787268905012835e-18,(-6.541989780192817e-23-4.293591901420769e-20j)
1.63,3.912581560221086e-21,-5.379402237845568e-18,(8.054698007800287e-21-4.632808433106164e-20j)
1.631,3.913462582701182e-21,-5.38436743738384e-18,(-3.3562704513541024e-21-3.839847691530884e-20j)
1.632,3.914359511316463e-21,-5.3771474545392206e-18,(-6.602853303318232e-22-5.093225051582135e-20j)
1.633,3.9153170345532615e-21,-5.380216478244062e-18,(4.0219497679259424e-21-4.462891767223142e-20j)
1.634,3.915773669249475e-21,-5.378768191898023e-18,(1.3355864480742239e-20-4.720338040143377e-20j)
1.635,3.915980728506042e-21,-5.378562367399015e-18,(-4.792150840177219e-22-4.650072835254361e-20j)
1.636,3.916016761289824e-21,-5.380381865229861e-18,(-4.716750340811997e-22-3.059686348533814e-20j)
1.637,3.916901653579695e-21,-5.382100118735795e-18,(3.7125011292921354e-21-4.214832611913095e-20j)
1.638,3.918313433479961e-21,-5.372938116567586e-18,(2.825819336752639e-21-3.924079641586454e-20j)
1.639,3.9193483938548294e-21,-5.376258183839905e-18,(8.512272402694737e-22-5.227794250454482e-20j)
1.64,3.919054777580345e-21,-5.3776884869764824e-18,(7.83194881706397e-21-4.514848100144114e-20j)
1.641,3.92015829259913e-21,-5.372605019331303e-18,(4.738530499754038e-21-4.518769689038456e-20j)
1.642,3.920087660771028e-21,-5.378495556572443e-18,(4.4938303574382476e-21-4.426174985411322e-20j)
1.643,3.9214499739149435e-21,-5.3750547241917346e-18,(1.6046078591962443e-21-4.670091677274464e-20j)
1.644,3.921929145759568e-21,-5.37379059557026e-18,(1.4509944266635375e-21-3.8489850982478907e-20j)
1.645,3.923946827744194e-21,-5.376157629860752e-18,(1.1462937930097875e-21-4.7276455378056536e-20j)
1.646,3.923798079913916e-21,-5.3746594236786836e-18,(7.42526463123958e-21-3.91645665840766e-20j)
1.647,3.92489029963269e-21,-5.3737364132241126e-18,(9.934782431868793e-21-5.435130391507998e-20j)
1.648,3.925392853501748e-21,-5.374424877323274e-18,(5.9951851881918105e-21-4.3561342270672723e-20j)
1.649,3.9261142954870564e-21,-5.37794017884403e-18,(1.1465002411635384e-20-3.982043624339609e-20j)
1.65,3.927175145460943e-21,-5.3766437222736155e-18,(1.0188470097085969e-20-4.4211300430643555e-20j)
1.651,3.927449572365958e-21,-5.372602967908667e-18,(7.980118185420362e-21-4.522826597455831e-20j)
1.652,3.9281164733841744e-21,-5.371872941838553e-18,(4.287404254917379e-21-4.6851125381482457e-20j)
1.653,3.9291299474410765e-21,-5.367460237041293e-18,(-3.075950631513529e-21-4.540874469820666e-20j)
1.654,3.930821609839504e-21,-5.37262153104517e-18,(7.106429329497376e-21-4.468935736527761e-20j)
1.655,3.931804291709452e-21,-5.371136192115575e-18,(9.241637913706419e-21-4.248605971628052e-20j)
1.656,3.932444121885009e-21,-5.3684455901811805e-18,(1.1453585891774642e-20-5.300084648242917e-20j)
1.657,3.9329945426261965e-21,-5.371599284304039e-18,(1.1994554068960772e-20-3.6287233573682533e-20j)
1.658,3.93380408508222e-21,-5.365983775184815e-18,(1.2690441553741172e-20-3.901517020886592e-20j)
1.659,3.935086048686566e-21,-5.3661733216253165e-18,(1.9007560374197275e-21-4.740979507973147e-20j)
1.66,3.9366227369998706e-21,-5.3698213892934585e-18,(1.1322982684284009e-20-5.125119566437006e-20j)
1.661,3.937228964985567e-21,-5.366793907769849e-18,(7.730163764468733e-21-5.0568394538891427e-20j)
1.662,3.9378417469374654e-21,-5.364882794382403e-18,(4.817916266406503e-21-4.36243547368376e-20j)
1.663,3.938594699784702e-21,-5.36625940460625e-18,(4.766079099058389e-22-4.5894344774941085e-20j)
1.664,3.94038232628627e-21,-5.361302284764846e-18,(9.94012136936054e-21-4.6339007314688495e-20j)
1.665,3.94111063171542e-21,-5.3657880912239645e-18,(4.150411067196635e-21-5.0171734401400965e-20j)
1.666,3.94239157526366e-21,-5.362254749928096e-18,(-6.0907207541159405e-21-4.259419642639722e-20j)
1.667,3.943225904351701e-21,-5.365918477976923e-18,(1.111941670894634e-20-5.2885709857483703e-20j)
1.668,3.94428265456038e-21,-5.362161646648624e-18,(5.8221792530201774e-21-3.559735417891562e-20j)
1.669,3.945032627273538e-21,-5.3604667780543156e-18,(-2.942106563910508e-21-3.117833607592473e-20j)
1.67,3.944879908343697e-21,-5.367089827560342e-18,(-7.309238643345746e-21-4.296746446618826e-20j)
1.671,3.9470249187563805e-21,-5.357593886460967e-18,(-1.0015154408328307e-22-5.030537647252935e-20j)
1.672,3.9485181487286185e-21,-5.3491684717778185e-18,(-3.515909225894371e-22-3.072134277037802e-20j)
1.673,3.949228168695721e-21,-5.354595212944632e-18,(-3.1732425259828045e-21-3.981071531884491e-20j)
1.674,3.950195662349025e-21,-5.358729437142882e-18,(1.3311543262760925e-20-4.4687550723797303e-20j)
1.675,3.950895280483571e-21,-5.3580285222289866e-18,(-3.0278903352309487e-21-5.0752225490684136e-20j)
1.676,3.951430705574188e-21,-5.362907812456563e-18,(9.034183385073913e-21-4.1262922708575506e-20j)
1.677,3.9530645336729106e-21,-5.354178093570282e-18,(5.024298444830646e-21-4.114196119406163e-20j)
1.678,3.953879094259296e-21,-5.354336076470902e-18,(1.153192695938616e-20-4.643345911534094e-20j)
1.679,3.954448648199596e-21,-5.357387308701004e-18,(8.765660250151808e-21-4.045425937723848e-20j)
1.68,3.955614959686307e-21,-5.353677816387381e-18,(6.138273672220445e-21-3.584142616829863e-20j)
1.681,3.956412730513694e-21,-5.3577222793785474e-18,(-2.502430369430151e-21-4.393686175204023e-20j)
1.682,3.957752136718969e-21,-5.355978219635466e-18,(9.344422842485652e-21-4.8011004034386014e-20j)
1.683,3.958072471789271e-21,-5.349449797283108e-18,(4.490459117931173e-21-4.828513030159531e-20j)
1.684,3.959982379816738e-21,-5.3554325263493104e-18,(8.097362267651007e-21-4.4057939038082857e-20j)
1.685,3.960122643682819e-21,-5.352171128679159e-18,(5.171222543057474e-21-3.776216277242308e-20j)
1.686,3.960784826412795e-21,-5.350194846196761e-18,(1.7190829355749704e-20-4.912445071557254e-20j)
1.687,3.962180724534912e-21,-5.3563195598967405e-18,(3.702729306134166e-21-3.943343283431651e-20j)
1.688,3.962379930279846e-21,-5.34591873939202e-18,(-7.90734195645343e-21-3.6932147575875763e-20j)
1.689,3.9630930200905635e-21,-5.349078622482626e-18,(-1.895403319635127e-21-3.0851395505862503e-20j)
1.69,3.96409157692586e-21,-5.353453749467996e-18,(1.0171879393845113e-20-3.255917486469975e-20j)
1.691,3.965171139807506e-21,-5.346836997909843e-18,(7.804264866062551e-21-4.648690945749488e-20j)
1.692,3.9657465354259444e-21,-5.343425841002603e-18,(-1.6543687897048464e-22-3.708594441876964e-20j)
1.693,3.966168983760374e-21,-5.351405732743317e-18,(3.1336871328793976e-21-4.116909817189293e-20j)
1.694,3.967545484856628e-21,-5.347755658979346e-18,(6.738086219498405e-21-3.793073171587919e-20j)
1.695,3.96782698781532e-21,-5.350723770429727e-18,(7.596726288242039e-21-4.016715645359128e-20j)
1.696,3.96912596398723e-21,-5.35207134529972e-18,(-3.0702067426564793e-21-4.2796131021543883e-20j)
1.697,3.96972218287205e-21,-5.3534788675315936e-18,(-2.899420680902485e-21-3.533877205853778e-20j)
1.698,3.9704538905803806e-21,-5.3515902189947564e-18,(9.234326816403618e-21-4.1236840792355985e-20j)
1.699,3.970886043268038e-21,-5.345911886794096e-18,(1.509400432213185e-20-3.033901899017415e-20j)
1.7,3.9720113386609934e-21,-5.356000314085248e-18,(9.969792430750153e-22-3.339203429676146e-20j)
1.701,3.972203964055007e-21,-5.351870150656124e-18,(3.5752494386018826e-21-4.7327850113933807e-20j)
1.702,3.972689538771838e-21,-5.3506180810378145e-18,(2.916709783523583e-21-5.031467624250679e-20j)
1.703,3.973339837019096e-21,-5.355068722068465e-18,(-2.6756724363325813e-22-4.594646319656066e-20j)
1.704,3.973740630848462e-21,-5.3505459334600364e-18,(3.568819783468694e-21-4.2422711754316065e-20j)
1.705,3.9750147003650325e-21,-5.35022703220749e-18,(-3.403560164816781e-21-4.6502879372094115e-20j)
1.706,3.9752903499593646e-21,-5.349501386721281e-18,(3.0209187445600233e-21-3.0723292211339615e-20j)
1.707,3.9760576925320514e-21,-5.349702505198508e-18,(-3.0432058697859342e-21-4.4410990228218686e-20j)
1.708,3.976497403420451e-21,-5.347497603279705e-18,(-4.434545462338426e-21-4.4904640347142664e-20j)
1.709,3.97659165997155e-21,-5.3491007299843635e-18,(6.5989089295977066e-21-4.5459421878879524e-20j)
1.71,3.9775646467355665e-21,-5.348942990579232e-18,(3.6051920971153045e-21-5.059635174896311e-20j)
1.711,3.978089864039162e-21,-5.348363540595697e-18,(2.310988054458913e-20-2.3219529675647467e-20j)
1.712,3.978369617818562e-21,-5.347989702655927e-18,(1.2801275077513887e-20-2.6800231042924606e-21j)
1.713,3.9787502900538494e-21,-5.356446394820707e-18,(1.5026503157268125e-21+7.038585225693251e-21j)
1.714,3.9799346942601424e-21,-5.352455957680056e-18,(-2.657285204394544e-20-2.0538566678704363e-20j)
1.715,3.980045606869338e-21,-5.34358860700989e-18,(3.5330753443134735e-21-4.379894772382138e-20j)
1.716,3.9803268852468965e-21,-5.3496976101054155e-18,(-2.6381829522264947e-21-5.0884389804808367e-20j)
1.717,3.981077172031773e-21,-5.34882585100587e-18,(6.577663241345057e-21-3.704540801314246e-20j)
1.718,3.981144432536011e-21,-5.34886994306961e-18,(5.038220113450506e-21-3.420571681736177e-20j)
1.719,3.9818065135590045e-21,-5.3468622417030175e-18,(8.72967856285939e-21-3.6804996940709584e-20j)
1.72,3.982167109596706e-21,-5.347938934879767e-18,(1.2743799900331769e-20-4.426436443480718e-20j)
1.721,3.982801712162772e-21,-5.350361726044938e-18,(-2.0045475921854736e-20-1.3634535739991363e-20j)
1.722,3.983499959822699e-21,-5.349597243684385e-18,(-2.319307793148372e-21+8.362233316348314e-21j)
1.723,3.983474745534996e-21,-5.352008311924645e-18,(2.488024666809941e-20-1.2675156395509341e-21j)
1.724,3.984276245901865e-21,-5.349019802485863e-18,(1.501270682187778e-20-3.0206031599838087e-20j)
1.725,3.984375898883695e-21,-5.349822772974231e-18,(-5.277489475241069e-21-4.9208698137453224e-20j)
1.726,3.98428883203273e-21,-5.345752593367672e-18,(2.876161277323972e-20-2.9782598202529845e-20j)
1.727,3.985200754408705e-21,-5.3501962541803436e-18,(2.2379088147476947e-20+7.1385078543432e-21j)
1.728,3.985363705595949e-21,-5.347816823079355e-18,(-2.3572011258068706e-21+2.73706821580079e-22j)
1.729,3.985436497997002e-21,-5.352547010517844e-18,(-1.3671898537491298e-20-1.856390641331029e-20j)
1.73,3.986126924806545e-21,-5.354080422021091e-18,(-2.98693673568823e-21-3.935316836615024e-20j)
1.731,3.986337192309939e-21,-5.351640720440175e-18,(-2.309917538416026e-20-1.768218577890496e-20j)
1.732,3.986802148274606e-21,-5.352414436100935e-18,(1.1166242376687367e-20+1.415934931104003e-20j)
1.733,3.9869967615586256e-21,-5.3571930822523725e-18,(2.4247843059955064e-20+2.039766348651529e-21j)
1.734,3.9873766662949555e-21,-5.356010258784637e-18,(2.4548867539233268e-20-2.330799407431436e-20j)
1.735,3.988135994347321e-21,-5.349560219214549e-18,(3.619671027317005e-22-4.006854428736526e-20j)
1.736,3.9882601628672644e-21,-5.351156592014376e-18,(-1.4929346401090965e-21-4.4642269143809026e-20j)
1.737,3.988500376706706e-21,-5.35454563016386e-18,(-3.409183097713217e-21-3.895974582181616e-20j)
1.738,3.98877992195764e-21,-5.355475420728099e-18,(-2.6894552716555694e-21-4.060222836739343e-20j)
1.739,3.988495873985336e-21,-5.3558682791863026e-18,(-8.621078350443055e-22-4.802231877836129e-20j)
1.74,3.988905592460141e-21,-5.353433975671162e-18,(9.364057279819681e-21-3.4745308147231305e-20j)
1.741,3.989880500086666e-21,-5.3560241659748805e-18,(5.434086067499462e-21-3.8683986396629437e-20j)
1.742,3.989855734360108e-21,-5.361020102512594e-18,(2.9449694996816424e-21-3.6134411759331746e-20j)
1.743,3.9903502504340986e-21,-5.3560881370742905e-18,(5.958473932823215e-21-4.835010156133758e-20j)
1.744,3.990411277039131e-21,-5.3571409226922474e-18,(-3.913598570645379e-21-4.792262446454615e-20j)
1.745,3.991003237381217e-21,-5.3601522241591655e-18,(6.1862169525226055e-21-4.4175628751502983e-20j)
1.746,3.990754164962425e-21,-5.3560482364940856e-18,(2.628725015391476e-21-4.57418545655367e-20j)
1.747,3.9911536851279326e-21,-5.3590679958196016e-18,(-1.1195941762814977e-21-3.41369108092847e-20j)
1.748,3.991536111911075e-21,-5.360144680687419e-18,(5.251856212995907e-21-3.474102329851068e-20j)
1.749,3.991946529998775e-21,-5.363582060980251e-18,(-6.7397528971494375e-21-4.099099249670258e-20j)
1.75,3.992170179765754e-21,-5.358166296914323e-18,(2.4112057643306116e-21-4.292378737080503e-20j)
1.751,3.992450684649939e-21,-5.35757058358043e-18,(-4.484237385300183e-21-3.47290451755705e-20j)
1.752,3.9930697311247e-21,-5.3621350801899505e-18,(-6.787306327152006e-21-4.5219871125860034e-20j)
1.753,3.9929628112530545e-21,-5.36273603164029e-18,(3.1639189546280123e-21-2.8193419027442245e-20j)
1.754,3.992741139717259e-21,-5.360294360103247e-18,(2.4544756039545722e-21-3.4393056454942e-20j)
1.755,3.993576883528216e-21,-5.356019412728259e-18,(-6.5224807190803346e-21-4.154046058358417e-20j)
1.756,3.9941945032437594e-21,-5.363566474683078e-18,(-1.8160530508470122e-21-2.9064204212783416e-20j)
1.757,3.9942411175639705e-21,-5.3662504245646e-18,(-8.782907043659903e-21-3.4315268810489404e-20j)
1.758,3.994084214248553e-21,-5.366657608542522e-18,(-5.2538435867117385e-21-4.0813431561114957e-20j)
1.759,3.9943604173435514e-21,-5.362138172268513e-18,(1.828060197979693e-21-3.4131970521521833e-20j)
1.76,3.994376754502285e-21,-5.361197505717229e-18,(1.1219902368743764e-20-4.548535621564592e-20j)
1.761,3.995235338234864e-21,-5.36660771135626e-18,(-5.087379130626906e-21-4.470551701349718e-20j)
1.762,3.9956574238054805e-21,-5.364280549111512e-18,(-5.423240565584632e-21-4.687165842676801e-20j)
1.763,3.995921460960949e-21,-5.3681372178985364e-18,(6.82848841466005e-21-4.14046794189128e-20j)
1.764,3.996052670865895e-21,-5.3738073816448465e-18,(-3.928233571006636e-21-3.7986448806842015e-20j)
1.765,3.996272113399228e-21,-5.373729594946416e-18,(-1.376912531703102e-20-2.6948407276319494e-20j)
1.766,3.996202772283438e-21,-5.36956567738538e-18,(1.593482860492215e-20-4.4184147055085377e-20j)
1.767,3.996914238650463e-21,-5.373710018117596e-18,(-1.949098832413703e-21-3.9933646935576513e-20j)
1.768,3.997048971378058e-21,-5.373400092210676e-18,(7.242603147916822e-21-2.5942143578870663e-20j)
1.769,3.997163768482321e-21,-5.374730486679634e-18,(1.0919076592681877e-21-4.661743063359594e-20j)
